0,0,81
0,1,1
0,4,18
0,5,67
0,6,66
0,7,97
1,0,3
1,1,35
1,2,87
1,3,32
3,0,99
3,1,38
3,2,60
3,3,51
8,2,30
8,3,50
8,6,38
8,7,34
9,0,43
9,1,74
9,2,42
9,3,52
10,4,48
10,5,77
12,6,64
12,7,99
14,4,22
14,5,65
15,2,49
15,3,53
19,2,97
19,3,32
19,4,98
19,5,69
20,2,66
20,3,76
22,4,73
22,5,31
23,2,82
23,3,14
24,2,79
24,3,59
26,6,33
26,7,14
27,2,20
27,3,94
27,4,61
27,5,44
28,4,27
28,5,17
29,2,79
29,3,58
30,0,78
30,1,39
30,2,71
30,3,7
30,6,17
30,7,57
31,4,18
31,5,31
31,6,90
31,7,96
32,6,43
32,7,12
33,2,93
33,3,54
34,4,87
34,5,56
34,6,3
34,7,77
35,6,27
35,7,10
36,0,6
36,1,25
36,4,92
36,5,9
36,7,70
37,4,94
37,5,55
37,6,5
37,7,11
38,4,48
38,5,85
39,2,61
39,3,59
40,6,92
40,7,75
42,2,90
42,3,0
43,4,78
43,5,33
44,4,91
44,5,36
44,6,20
44,7,76
45,4,6
45,5,8
46,4,56
46,5,40
47,0,75
47,1,49
47,4,52
47,5,2
48,6,2
48,7,98
49,2,30
49,3,55
49,6,0
49,7,10
